#: table_doi: 10.17182/hepdata.90831.v1/t245
#: name: table no 245
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),away region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_245.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.452,0.022,-0.022,0.002,-0.002,0.012,-0.012
0.6000000000000001,0.55,0.65,0.908,0.031,-0.031,0.003,-0.003,0.013,-0.013
0.7,0.65,0.75,0.81,0.03,-0.03,0.03,-0.03,0.01,-0.01
0.8,0.75,0.85,0.589,0.027,-0.027,0.057,-0.057,0.011,-0.011
0.8999999999999999,0.85,0.95,0.499,0.024,-0.024,0.12,-0.12,0.01,-0.01
1.0,0.95,1.05,0.514,0.027,-0.027,0.037,-0.037,0.01,-0.01
1.1,1.05,1.15,0.381,0.023,-0.023,0.023,-0.023,0.011,-0.011
1.2,1.15,1.25,0.428,0.024,-0.024,0.044,-0.044,0.01,-0.01
1.3,1.25,1.35,0.346,0.025,-0.025,0.047,-0.047,0.01,-0.01
1.4,1.35,1.45,0.253,0.021,-0.021,0.053,-0.053,0.009,-0.009
1.5,1.45,1.55,0.258,0.021,-0.021,0.033,-0.033,0.01,-0.01
1.6,1.55,1.65,0.2,0.02,-0.02,0.02,-0.02,0.01,-0.01
1.7,1.65,1.75,0.207,0.019,-0.019,0.016,-0.016,0.011,-0.011
1.8,1.75,1.85,0.19,0.02,-0.02,0.04,-0.04,0.01,-0.01
1.9,1.85,1.95,0.156,0.017,-0.017,0.005,-0.005,0.009,-0.009
2.0,1.95,2.05,0.145,0.016,-0.016,0.002,-0.002,0.008,-0.008
2.0999999999999996,2.05,2.15,0.157,0.018,-0.018,0.013,-0.013,0.008,-0.008
2.2,2.15,2.25,0.142,0.017,-0.017,0.003,-0.003,0.009,-0.009
2.3,2.25,2.35,0.121,0.015,-0.015,0.011,-0.011,0.009,-0.009
2.4000000000000004,2.35,2.45,0.142,0.015,-0.015,0.036,-0.036,0.009,-0.009
2.5,2.45,2.55,0.079,0.012,-0.012,0.051,-0.051,0.006,-0.006
2.5999999999999996,2.55,2.65,0.063,0.011,-0.011,0.014,-0.014,0.006,-0.006
2.7,2.65,2.75,0.113,0.015,-0.015,0.001,-0.001,0.005,-0.005
2.8,2.75,2.85,0.096,0.013,-0.013,0.009,-0.009,0.006,-0.006
2.9000000000000004,2.85,2.95,0.065,0.011,-0.011,0.023,-0.023,0.005,-0.005
3.0,2.95,3.05,0.084,0.013,-0.013,0.023,-0.023,0.005,-0.005
3.0999999999999996,3.05,3.15,0.0439,0.0063,-0.0063,0.0053,-0.0053,0.0047,-0.0047
3.2,3.15,3.25,0.08,0.01,-0.01,0,0,0.01,-0.01
3.3,3.25,3.35,0.099,0.012,-0.012,0.005,-0.005,0.006,-0.006
3.4000000000000004,3.35,3.45,0.0507,0.0083,-0.0083,0.0066,-0.0066,0.004,-0.004
3.5,3.45,3.55,0.0345,0.0074,-0.0074,0.0054,-0.0054,0.0028,-0.0028
3.5999999999999996,3.55,3.65,0.064,0.011,-0.011,0.04,-0.04,0.003,-0.003
3.7,3.65,3.75,0.0379,0.0066,-0.0066,0.0002,-0.0002,0.0038,-0.0038
3.8,3.75,3.85,0.049,0.0096,-0.0096,0.0084,-0.0084,0.0046,-0.0046
3.9000000000000004,3.85,3.95,0.082,0.012,-0.012,0.007,-0.007,0.004,-0.004
4.0,3.95,4.05,0.0184,0.0055,-0.0055,0.0162,-0.0162,0.0044,-0.0044
4.1,4.05,4.15,0.06,0.01,-0.01,0.01,-0.01,0,0
4.2,4.15,4.25,0.0368,0.0068,-0.0068,0.0013,-0.0013,0.006,-0.006
4.3,4.25,4.35,0.06,0.01,-0.01,0,0,0.01,-0.01
4.4,4.35,4.45,0.0409,0.0063,-0.0063,0.0005,-0.0005,0.0073,-0.0073
4.5,4.45,4.55,0.0366,0.0077,-0.0077,0.0007,-0.0007,0.007,-0.007
4.6,4.55,4.65,0.0436,0.0078,-0.0078,0.0055,-0.0055,0.0068,-0.0068
4.7,4.65,4.75,0.0335,0.0079,-0.0079,0.0024,-0.0024,0.0058,-0.0058
4.8,4.75,4.85,0.0198,0.0043,-0.0043,0.0084,-0.0084,0.0056,-0.0056
4.9,4.85,4.95,0.0563,0.0096,-0.0096,0.0003,-0.0003,0.0053,-0.0053
5.0,4.95,5.05,0.0339,0.0072,-0.0072,0.0032,-0.0032,0.0053,-0.0053
5.1,5.05,5.15,0.0259,0.0052,-0.0052,0.0102,-0.0102,0.0049,-0.0049
5.2,5.15,5.25,0.0315,0.0075,-0.0075,0.0106,-0.0106,0.0062,-0.0062
5.3,5.25,5.35,0.0562,0.0092,-0.0092,0.0017,-0.0017,0.0081,-0.0081
5.4,5.35,5.45,0.0262,0.0058,-0.0058,0.0084,-0.0084,0.0075,-0.0075

