#: table_doi: 10.17182/hepdata.90831.v1/t70
#: name: table no 70
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transmax region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_70.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.8593,0.0016,-0.0016,0.0135,-0.0135,0.0052,-0.0052
0.6000000000000001,0.55,0.65,1.4661,0.0023,-0.0023,0.0158,-0.0158,0.0046,-0.0046
0.7,0.65,0.75,1.206,0.002,-0.002,0.013,-0.013,0.003,-0.003
0.8,0.75,0.85,0.9881,0.0019,-0.0019,0.0097,-0.0097,0.0019,-0.0019
0.8999999999999999,0.85,0.95,0.8235,0.0017,-0.0017,0.0073,-0.0073,0.0012,-0.0012
1.0,0.95,1.05,0.6851,0.0017,-0.0017,0.0057,-0.0057,0.001,-0.001
1.1,1.05,1.15,0.5699,0.0016,-0.0016,0.0046,-0.0046,0.0011,-0.0011
1.2,1.15,1.25,0.4805,0.0015,-0.0015,0.0039,-0.0039,0.0012,-0.0012
1.3,1.25,1.35,0.4018,0.0015,-0.0015,0.0034,-0.0034,0.0012,-0.0012
1.4,1.35,1.45,0.3405,0.0013,-0.0013,0.0032,-0.0032,0.0012,-0.0012
1.5,1.45,1.55,0.2889,0.0012,-0.0012,0.003,-0.003,0.0011,-0.0011
1.6,1.55,1.65,0.2434,0.0012,-0.0012,0.0028,-0.0028,0.001,-0.001
1.7,1.65,1.75,0.209,0.0011,-0.0011,0.0027,-0.0027,0.001,-0.001
1.8,1.75,1.85,0.1777,0.0011,-0.0011,0.0025,-0.0025,0.0009,-0.0009
1.9,1.85,1.95,0.15237,0.00094,-0.00094,0.0023,-0.0023,0.00075,-0.00075
2.0,1.95,2.05,0.13288,0.00088,-0.00088,0.00215,-0.00215,0.00066,-0.00066
2.0999999999999996,2.05,2.15,0.11276,0.00087,-0.00087,0.00202,-0.00202,0.00061,-0.00061
2.2,2.15,2.25,0.0974,0.0008,-0.0008,0.0019,-0.0019,0.0006,-0.0006
2.3,2.25,2.35,0.0847,0.0007,-0.0007,0.0018,-0.0018,0.0005,-0.0005
2.4000000000000004,2.35,2.45,0.07391,0.00066,-0.00066,0.00163,-0.00163,0.00043,-0.00043
2.5,2.45,2.55,0.06408,0.00063,-0.00063,0.00149,-0.00149,0.00041,-0.00041
2.5999999999999996,2.55,2.65,0.05653,0.00054,-0.00054,0.00137,-0.00137,0.00039,-0.00039
