#: table_doi: 10.17182/hepdata.90831.v1/t232
#: name: table no 232
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),transmax region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_232.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.774,0.003,-0.003,0.011,-0.011,0.004,-0.004
0.6000000000000001,0.55,0.65,1.3369,0.0038,-0.0038,0.0117,-0.0117,0.0032,-0.0032
0.7,0.65,0.75,1.1083,0.0034,-0.0034,0.0115,-0.0115,0.003,-0.003
0.8,0.75,0.85,0.933,0.0035,-0.0035,0.0094,-0.0094,0.0018,-0.0018
0.8999999999999999,0.85,0.95,0.7794,0.0033,-0.0033,0.0062,-0.0062,0.0012,-0.0012
1.0,0.95,1.05,0.6669,0.0031,-0.0031,0.0062,-0.0062,0.0012,-0.0012
1.1,1.05,1.15,0.565,0.003,-0.003,0.005,-0.005,0.001,-0.001
1.2,1.15,1.25,0.4804,0.0029,-0.0029,0.0041,-0.0041,0.0014,-0.0014
1.3,1.25,1.35,0.4138,0.0027,-0.0027,0.0034,-0.0034,0.001,-0.001
1.4,1.35,1.45,0.3467,0.0026,-0.0026,0.0033,-0.0033,0.0011,-0.0011
1.5,1.45,1.55,0.3038,0.0024,-0.0024,0.0024,-0.0024,0.0011,-0.0011
1.6,1.55,1.65,0.2658,0.0024,-0.0024,0.0024,-0.0024,0.0014,-0.0014
1.7,1.65,1.75,0.2246,0.0022,-0.0022,0.002,-0.002,0.0012,-0.0012
1.8,1.75,1.85,0.195,0.0019,-0.0019,0.0033,-0.0033,0.0009,-0.0009
1.9,1.85,1.95,0.1724,0.0019,-0.0019,0.0015,-0.0015,0.0008,-0.0008
2.0,1.95,2.05,0.1497,0.0018,-0.0018,0.0027,-0.0027,0.0009,-0.0009
2.0999999999999996,2.05,2.15,0.1305,0.0017,-0.0017,0.0014,-0.0014,0.001,-0.001
2.2,2.15,2.25,0.1109,0.0016,-0.0016,0.0013,-0.0013,0.0009,-0.0009
