#: table_doi: 10.17182/hepdata.90831.v1/t91
#: name: table no 91
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,toward region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_91.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.187,0.011,-0.011,0.013,-0.013,0.01,-0.01
0.095,0.05,0.14,0.264,0.013,-0.013,0.012,-0.012,0.012,-0.012
0.19,0.14,0.24,0.363,0.013,-0.013,0.013,-0.013,0.014,-0.014
0.28500000000000003,0.24,0.33,0.441,0.012,-0.012,0.012,-0.012,0.016,-0.016
0.38,0.33,0.43,0.493,0.012,-0.012,0.012,-0.012,0.015,-0.015
0.48,0.43,0.53,0.515,0.011,-0.011,0.011,-0.011,0.013,-0.013
0.575,0.53,0.62,0.537,0.012,-0.012,0.011,-0.011,0.011,-0.011
0.6699999999999999,0.62,0.72,0.55,0.012,-0.012,0.01,-0.01,0.01,-0.01
0.765,0.72,0.81,0.55,0.012,-0.012,0.009,-0.009,0.009,-0.009
0.8600000000000001,0.81,0.91,0.539,0.011,-0.011,0.009,-0.009,0.008,-0.008
0.9550000000000001,0.91,1.0,0.536,0.011,-0.011,0.009,-0.009,0.006,-0.006
1.05,1.0,1.1,0.5135,0.0096,-0.0096,0.009,-0.009,0.005,-0.005
1.145,1.1,1.19,0.5129,0.0096,-0.0096,0.0089,-0.0089,0.0043,-0.0043
1.24,1.19,1.29,0.4606,0.0088,-0.0088,0.0079,-0.0079,0.0045,-0.0045
1.335,1.29,1.38,0.4389,0.0089,-0.0089,0.0073,-0.0073,0.0055,-0.0055
1.43,1.38,1.48,0.3957,0.0075,-0.0075,0.0068,-0.0068,0.0061,-0.0061
1.53,1.48,1.58,0.3643,0.0074,-0.0074,0.0067,-0.0067,0.0064,-0.0064
1.625,1.58,1.67,0.3479,0.0075,-0.0075,0.0068,-0.0068,0.0068,-0.0068
1.72,1.67,1.77,0.3198,0.0077,-0.0077,0.0067,-0.0067,0.0071,-0.0071
1.815,1.77,1.86,0.2761,0.0062,-0.0062,0.0064,-0.0064,0.0078,-0.0078
1.9100000000000001,1.86,1.96,0.2603,0.0063,-0.0063,0.0057,-0.0057,0.0079,-0.0079
2.005,1.96,2.05,0.214,0.0061,-0.0061,0.005,-0.005,0.0079,-0.0079
2.0999999999999996,2.05,2.15,0.191,0.0064,-0.0064,0.0053,-0.0053,0.0074,-0.0074
2.1950000000000003,2.15,2.24,0.1623,0.0047,-0.0047,0.0047,-0.0047,0.0068,-0.0068
2.29,2.24,2.34,0.152,0.0045,-0.0045,0.005,-0.005,0.0063,-0.0063
2.3899999999999997,2.34,2.44,0.1278,0.0047,-0.0047,0.0044,-0.0044,0.0057,-0.0057
2.485,2.44,2.53,0.1049,0.0042,-0.0042,0.0036,-0.0036,0.0061,-0.0061
2.58,2.53,2.63,0.097,0.004,-0.004,0.003,-0.003,0.007,-0.007
2.7249999999999996,2.63,2.82,0.079,0.003,-0.003,0.003,-0.003,0.005,-0.005
2.915,2.82,3.01,0.0604,0.0031,-0.0031,0.0024,-0.0024,0.0048,-0.0048
3.105,3.01,3.2,0.0379,0.0026,-0.0026,0.0022,-0.0022,0.0043,-0.0043
3.295,3.2,3.39,0.0242,0.0019,-0.0019,0.0022,-0.0022,0.003,-0.003
3.4850000000000003,3.39,3.58,0.0218,0.0019,-0.0019,0.002,-0.002,0.0028,-0.0028
3.725,3.58,3.87,0.0172,0.0015,-0.0015,0.0013,-0.0013,0.0019,-0.0019
4.105,3.87,4.34,0.0086,0.0011,-0.0011,0.0005,-0.0005,0.0013,-0.0013

