#: table_doi: 10.17182/hepdata.90831.v1/t238
#: name: table no 238
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),away region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_238.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.901,0.0016,-0.0016,0.007,-0.007,0.0025,-0.0025
0.6000000000000001,0.55,0.65,1.5347,0.0023,-0.0023,0.0119,-0.0119,0.0023,-0.0023
0.7,0.65,0.75,1.243,0.002,-0.002,0.01,-0.01,0.002,-0.002
0.8,0.75,0.85,1.0234,0.0019,-0.0019,0.0081,-0.0081,0.0011,-0.0011
0.8999999999999999,0.85,0.95,0.8397,0.0016,-0.0016,0.0065,-0.0065,0.0007,-0.0007
1.0,0.95,1.05,0.6913,0.0016,-0.0016,0.0053,-0.0053,0.0006,-0.0006
1.1,1.05,1.15,0.5727,0.0015,-0.0015,0.0044,-0.0044,0.0007,-0.0007
1.2,1.15,1.25,0.4777,0.0015,-0.0015,0.0037,-0.0037,0.0007,-0.0007
1.3,1.25,1.35,0.3997,0.0014,-0.0014,0.0031,-0.0031,0.0007,-0.0007
1.4,1.35,1.45,0.3341,0.0013,-0.0013,0.0027,-0.0027,0.0006,-0.0006
1.5,1.45,1.55,0.279,0.0012,-0.0012,0.0022,-0.0022,0.0006,-0.0006
1.6,1.55,1.65,0.2362,0.0011,-0.0011,0.0019,-0.0019,0.0005,-0.0005
1.7,1.65,1.75,0.2,0.001,-0.001,0.002,-0.002,0.001,-0.001
1.8,1.75,1.85,0.16829,0.00099,-0.00099,0.00132,-0.00132,0.00042,-0.00042
1.9,1.85,1.95,0.14419,0.00088,-0.00088,0.00116,-0.00116,0.00045,-0.00045
2.0,1.95,2.05,0.12349,0.00082,-0.00082,0.00096,-0.00096,0.00035,-0.00035
2.0999999999999996,2.05,2.15,0.10387,0.00079,-0.00079,0.0009,-0.0009,0.0003,-0.0003
2.2,2.15,2.25,0.08977,0.00074,-0.00074,0.00081,-0.00081,0.00028,-0.00028
2.3,2.25,2.35,0.07864,0.00064,-0.00064,0.00069,-0.00069,0.00023,-0.00023
2.4000000000000004,2.35,2.45,0.0665,0.0006,-0.0006,0.0009,-0.0009,0.0003,-0.0003
2.5,2.45,2.55,0.0577,0.00057,-0.00057,0.00052,-0.00052,0.00023,-0.00023
2.5999999999999996,2.55,2.65,0.05007,0.00049,-0.00049,0.0004,-0.0004,0.00024,-0.00024
2.7,2.65,2.75,0.04268,0.00044,-0.00044,0.00035,-0.00035,0.0002,-0.0002
2.8,2.75,2.85,0.03822,0.00044,-0.00044,0.00036,-0.00036,0.00017,-0.00017
2.9000000000000004,2.85,2.95,0.0331,0.0004,-0.0004,0.0003,-0.0003,0.0001,-0.0001
3.0,2.95,3.05,0.02912,0.00037,-0.00037,0.00025,-0.00025,0.00012,-0.00012
3.0999999999999996,3.05,3.15,0.02542,0.00034,-0.00034,0.00051,-0.00051,0.0001,-0.0001
