#: table_doi: 10.17182/hepdata.90831.v1/t74
#: name: table no 74
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transmax region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_74.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.7073,0.0053,-0.0053,0.0301,-0.0301,0.0058,-0.0058
0.6000000000000001,0.55,0.65,1.2492,0.0067,-0.0067,0.0317,-0.0317,0.0056,-0.0056
0.7,0.65,0.75,1.0139,0.0066,-0.0066,0.0247,-0.0247,0.0046,-0.0046
0.8,0.75,0.85,0.8584,0.0059,-0.0059,0.0187,-0.0187,0.0038,-0.0038
0.8999999999999999,0.85,0.95,0.7118,0.0053,-0.0053,0.0127,-0.0127,0.0029,-0.0029
1.0,0.95,1.05,0.6204,0.0051,-0.0051,0.0095,-0.0095,0.0025,-0.0025
1.1,1.05,1.15,0.5198,0.0051,-0.0051,0.0072,-0.0072,0.0021,-0.0021
1.2,1.15,1.25,0.4547,0.0049,-0.0049,0.0053,-0.0053,0.002,-0.002
1.3,1.25,1.35,0.3726,0.0046,-0.0046,0.0042,-0.0042,0.0022,-0.0022
1.4,1.35,1.45,0.3298,0.0042,-0.0042,0.0037,-0.0037,0.0023,-0.0023
1.5,1.45,1.55,0.2957,0.0044,-0.0044,0.0037,-0.0037,0.0023,-0.0023
1.6,1.55,1.65,0.254,0.004,-0.004,0.004,-0.004,0.002,-0.002
1.7,1.65,1.75,0.228,0.004,-0.004,0.004,-0.004,0.002,-0.002
1.8,1.75,1.85,0.1909,0.0033,-0.0033,0.0037,-0.0037,0.0016,-0.0016
1.9,1.85,1.95,0.1705,0.0034,-0.0034,0.0038,-0.0038,0.0015,-0.0015
2.0,1.95,2.05,0.146,0.003,-0.003,0.004,-0.004,0.001,-0.001
2.0999999999999996,2.05,2.15,0.127,0.003,-0.003,0.004,-0.004,0.001,-0.001
2.2,2.15,2.25,0.1225,0.0029,-0.0029,0.0034,-0.0034,0.0012,-0.0012
2.3,2.25,2.35,0.1132,0.0028,-0.0028,0.0033,-0.0033,0.0012,-0.0012
2.4000000000000004,2.35,2.45,0.0963,0.0024,-0.0024,0.0032,-0.0032,0.0012,-0.0012
2.5,2.45,2.55,0.0844,0.0022,-0.0022,0.0031,-0.0031,0.0013,-0.0013
2.5999999999999996,2.55,2.65,0.076,0.0022,-0.0022,0.003,-0.003,0.0013,-0.0013
2.7,2.65,2.75,0.075,0.002,-0.002,0.003,-0.003,0.001,-0.001
2.8,2.75,2.85,0.0636,0.0019,-0.0019,0.0028,-0.0028,0.0009,-0.0009
2.9000000000000004,2.85,2.95,0.0612,0.0019,-0.0019,0.0026,-0.0026,0.0008,-0.0008
3.0,2.95,3.05,0.0565,0.0019,-0.0019,0.0026,-0.0026,0.0008,-0.0008
3.0999999999999996,3.05,3.15,0.051,0.0017,-0.0017,0.0024,-0.0024,0.0008,-0.0008
3.2,3.15,3.25,0.0452,0.0016,-0.0016,0.0023,-0.0023,0.0007,-0.0007
3.3,3.25,3.35,0.0417,0.0015,-0.0015,0.0023,-0.0023,0.0007,-0.0007
3.4000000000000004,3.35,3.45,0.0378,0.0014,-0.0014,0.0022,-0.0022,0.0007,-0.0007
3.5,3.45,3.55,0.0355,0.0013,-0.0013,0.0021,-0.0021,0.0007,-0.0007
3.5999999999999996,3.55,3.65,0.0357,0.0013,-0.0013,0.002,-0.002,0.0006,-0.0006
3.7,3.65,3.75,0.0335,0.0012,-0.0012,0.0019,-0.0019,0.0005,-0.0005
