#: table_doi: 10.17182/hepdata.90831.v1/t96
#: name: table no 96
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,transverse region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_96.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.1427,0.0032,-0.0032,0.0111,-0.0111,0.0108,-0.0108
0.095,0.05,0.14,0.271,0.004,-0.004,0.01,-0.01,0.012,-0.012
0.19,0.14,0.24,0.3751,0.0039,-0.0039,0.0087,-0.0087,0.0136,-0.0136
0.28500000000000003,0.24,0.33,0.4564,0.0038,-0.0038,0.0068,-0.0068,0.0151,-0.0151
0.38,0.33,0.43,0.5095,0.0039,-0.0039,0.0052,-0.0052,0.0155,-0.0155
0.48,0.43,0.53,0.554,0.004,-0.004,0.005,-0.005,0.015,-0.015
0.575,0.53,0.62,0.5803,0.0038,-0.0038,0.0047,-0.0047,0.0131,-0.0131
0.6699999999999999,0.62,0.72,0.5857,0.0035,-0.0035,0.0049,-0.0049,0.0109,-0.0109
0.765,0.72,0.81,0.5861,0.0035,-0.0035,0.005,-0.005,0.0086,-0.0086
0.8600000000000001,0.81,0.91,0.5748,0.0034,-0.0034,0.0052,-0.0052,0.0066,-0.0066
0.9550000000000001,0.91,1.0,0.5609,0.0034,-0.0034,0.0053,-0.0053,0.0048,-0.0048
1.05,1.0,1.1,0.5299,0.0032,-0.0032,0.0055,-0.0055,0.0035,-0.0035
1.145,1.1,1.19,0.5062,0.0032,-0.0032,0.0052,-0.0052,0.0031,-0.0031
1.24,1.19,1.29,0.4666,0.0029,-0.0029,0.0048,-0.0048,0.0034,-0.0034
1.335,1.29,1.38,0.4319,0.0028,-0.0028,0.0042,-0.0042,0.0036,-0.0036
1.43,1.38,1.48,0.3953,0.0026,-0.0026,0.0037,-0.0037,0.0044,-0.0044
1.53,1.48,1.58,0.3572,0.0025,-0.0025,0.0032,-0.0032,0.0054,-0.0054
1.625,1.58,1.67,0.3285,0.0024,-0.0024,0.0029,-0.0029,0.0065,-0.0065
1.72,1.67,1.77,0.2866,0.0022,-0.0022,0.0026,-0.0026,0.0071,-0.0071
1.815,1.77,1.86,0.256,0.002,-0.002,0.002,-0.002,0.007,-0.007
1.9100000000000001,1.86,1.96,0.2277,0.0018,-0.0018,0.0019,-0.0019,0.007,-0.007
2.005,1.96,2.05,0.2012,0.0017,-0.0017,0.0017,-0.0017,0.0068,-0.0068
2.0999999999999996,2.05,2.15,0.18,0.0016,-0.0016,0.0019,-0.0019,0.0065,-0.0065
2.1950000000000003,2.15,2.24,0.1526,0.0015,-0.0015,0.0018,-0.0018,0.0062,-0.0062
2.29,2.24,2.34,0.1395,0.0015,-0.0015,0.0019,-0.0019,0.0059,-0.0059
2.3899999999999997,2.34,2.44,0.1168,0.0014,-0.0014,0.0016,-0.0016,0.0056,-0.0056
2.485,2.44,2.53,0.1052,0.0014,-0.0014,0.0014,-0.0014,0.0058,-0.0058
2.58,2.53,2.63,0.0873,0.0012,-0.0012,0.0012,-0.0012,0.0063,-0.0063
2.7249999999999996,2.63,2.82,0.071,0.001,-0.001,0.001,-0.001,0.003,-0.003
2.915,2.82,3.01,0.05193,0.00091,-0.00091,0.00083,-0.00083,0.00338,-0.00338
3.105,3.01,3.2,0.03714,0.00079,-0.00079,0.00087,-0.00087,0.00289,-0.00289
3.295,3.2,3.39,0.02665,0.00073,-0.00073,0.00102,-0.00102,0.00233,-0.00233
3.4850000000000003,3.39,3.58,0.01942,0.00062,-0.00062,0.00111,-0.00111,0.00204,-0.00204
3.725,3.58,3.87,0.01196,0.00045,-0.00045,0.00077,-0.00077,0.00124,-0.00124
4.105,3.87,4.34,0.00711,0.00032,-0.00032,0.0004,-0.0004,0.00064,-0.00064

