#: table_doi: 10.17182/hepdata.90831.v1/t124
#: name: table no 124
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,away region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_124.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.0081,0.0029,-0.0029,0.0006,-0.0006,0.0017,-0.0017
0.095,0.05,0.14,0.0046,0.0024,-0.0024,0.0005,-0.0005,0.0018,-0.0018
0.19,0.14,0.24,0.0073,0.0025,-0.0025,0.0008,-0.0008,0.002,-0.002
0.28500000000000003,0.24,0.33,0.0358,0.0062,-0.0062,0.0026,-0.0026,0.0024,-0.0024
0.38,0.33,0.43,0.0265,0.0032,-0.0032,0.002,-0.002,0.0025,-0.0025
0.48,0.43,0.53,0.0242,0.0047,-0.0047,0.0019,-0.0019,0.0026,-0.0026
0.575,0.53,0.62,0.0299,0.0045,-0.0045,0.0025,-0.0025,0.0037,-0.0037
0.6699999999999999,0.62,0.72,0.0488,0.0045,-0.0045,0.0037,-0.0037,0.0059,-0.0059
0.765,0.72,0.81,0.0814,0.0063,-0.0063,0.0058,-0.0058,0.0087,-0.0087
0.8600000000000001,0.81,0.91,0.103,0.007,-0.007,0.007,-0.007,0.01,-0.01
0.9550000000000001,0.91,1.0,0.1355,0.0082,-0.0082,0.0092,-0.0092,0.0098,-0.0098
1.05,1.0,1.1,0.1671,0.0093,-0.0093,0.0113,-0.0113,0.0089,-0.0089
1.145,1.1,1.19,0.1704,0.0077,-0.0077,0.0117,-0.0117,0.0085,-0.0085
1.24,1.19,1.29,0.2138,0.0085,-0.0085,0.0147,-0.0147,0.0091,-0.0091
1.335,1.29,1.38,0.2629,0.0099,-0.0099,0.0181,-0.0181,0.0102,-0.0102
1.43,1.38,1.48,0.2629,0.0092,-0.0092,0.018,-0.018,0.0115,-0.0115
1.53,1.48,1.58,0.296,0.011,-0.011,0.02,-0.02,0.013,-0.013
1.625,1.58,1.67,0.3082,0.0098,-0.0098,0.0204,-0.0204,0.0138,-0.0138
1.72,1.67,1.77,0.342,0.011,-0.011,0.023,-0.023,0.014,-0.014
1.815,1.77,1.86,0.35,0.01,-0.01,0.02,-0.02,0.01,-0.01
1.9100000000000001,1.86,1.96,0.39,0.011,-0.011,0.026,-0.026,0.012,-0.012
2.005,1.96,2.05,0.386,0.011,-0.011,0.026,-0.026,0.011,-0.011
2.0999999999999996,2.05,2.15,0.425,0.012,-0.012,0.029,-0.029,0.01,-0.01
2.1950000000000003,2.15,2.24,0.395,0.011,-0.011,0.026,-0.026,0.01,-0.01
2.29,2.24,2.34,0.38,0.01,-0.01,0.02,-0.02,0.01,-0.01
2.3899999999999997,2.34,2.44,0.38,0.01,-0.01,0.02,-0.02,0.01,-0.01
2.485,2.44,2.53,0.38,0.011,-0.011,0.025,-0.025,0.009,-0.009
2.58,2.53,2.63,0.373,0.011,-0.011,0.024,-0.024,0.011,-0.011
2.7249999999999996,2.63,2.82,0.35,0.01,-0.01,0.02,-0.02,0.01,-0.01
2.915,2.82,3.01,0.328,0.009,-0.009,0.021,-0.021,0.006,-0.006
3.105,3.01,3.2,0.3005,0.0088,-0.0088,0.0197,-0.0197,0.006,-0.006
3.295,3.2,3.39,0.2528,0.0082,-0.0082,0.0167,-0.0167,0.0077,-0.0077
3.4850000000000003,3.39,3.58,0.2062,0.0067,-0.0067,0.0138,-0.0138,0.0104,-0.0104
3.725,3.58,3.87,0.1526,0.0061,-0.0061,0.0102,-0.0102,0.0084,-0.0084
4.105,3.87,4.34,0.1114,0.0047,-0.0047,0.0076,-0.0076,0.0051,-0.0051

