#: table_doi: 10.17182/hepdata.90831.v1/t210
#: name: table no 210
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),toward region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_210.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.843,0.008,-0.008,0.016,-0.016,0.003,-0.003
0.6000000000000001,0.55,0.65,1.435,0.011,-0.011,0.024,-0.024,0.003,-0.003
0.7,0.65,0.75,1.2,0.01,-0.01,0.02,-0.02,0,0
0.8,0.75,0.85,1.0026,0.0094,-0.0094,0.0151,-0.0151,0.0036,-0.0036
0.8999999999999999,0.85,0.95,0.8125,0.0093,-0.0093,0.012,-0.012,0.0032,-0.0032
1.0,0.95,1.05,0.6795,0.0092,-0.0092,0.0108,-0.0108,0.0036,-0.0036
1.1,1.05,1.15,0.561,0.008,-0.008,0.016,-0.016,0.003,-0.003
1.2,1.15,1.25,0.4803,0.0078,-0.0078,0.0079,-0.0079,0.0029,-0.0029
1.3,1.25,1.35,0.3897,0.0076,-0.0076,0.0099,-0.0099,0.0033,-0.0033
1.4,1.35,1.45,0.3351,0.0074,-0.0074,0.0051,-0.0051,0.0028,-0.0028
1.5,1.45,1.55,0.289,0.0066,-0.0066,0.0044,-0.0044,0.0026,-0.0026
1.6,1.55,1.65,0.2362,0.0059,-0.0059,0.0071,-0.0071,0.0023,-0.0023
1.7,1.65,1.75,0.2085,0.0056,-0.0056,0.0034,-0.0034,0.0024,-0.0024
1.8,1.75,1.85,0.179,0.0054,-0.0054,0.003,-0.003,0.0026,-0.0026
1.9,1.85,1.95,0.1577,0.0051,-0.0051,0.0061,-0.0061,0.0022,-0.0022
2.0,1.95,2.05,0.1334,0.0049,-0.0049,0.0036,-0.0036,0.0021,-0.0021
2.0999999999999996,2.05,2.15,0.1207,0.0044,-0.0044,0.0019,-0.0019,0.0015,-0.0015
2.2,2.15,2.25,0.101,0.004,-0.004,0.001,-0.001,0.001,-0.001
