#: table_doi: 10.17182/hepdata.90831.v1/t100
#: name: table no 100
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,transverse region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_100.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.0631,0.0095,-0.0095,0.0071,-0.0071,0.006,-0.006
0.095,0.05,0.14,0.181,0.016,-0.016,0.008,-0.008,0.007,-0.007
0.19,0.14,0.24,0.245,0.015,-0.015,0.009,-0.009,0.011,-0.011
0.28500000000000003,0.24,0.33,0.307,0.017,-0.017,0.009,-0.009,0.015,-0.015
0.38,0.33,0.43,0.349,0.016,-0.016,0.01,-0.01,0.018,-0.018
0.48,0.43,0.53,0.41,0.016,-0.016,0.01,-0.01,0.017,-0.017
0.575,0.53,0.62,0.471,0.017,-0.017,0.011,-0.011,0.013,-0.013
0.6699999999999999,0.62,0.72,0.478,0.016,-0.016,0.011,-0.011,0.01,-0.01
0.765,0.72,0.81,0.505,0.015,-0.015,0.012,-0.012,0.01,-0.01
0.8600000000000001,0.81,0.91,0.539,0.016,-0.016,0.013,-0.013,0.01,-0.01
0.9550000000000001,0.91,1.0,0.512,0.016,-0.016,0.012,-0.012,0.011,-0.011
1.05,1.0,1.1,0.5,0.014,-0.014,0.01,-0.01,0.011,-0.011
1.145,1.1,1.19,0.431,0.011,-0.011,0.009,-0.009,0.01,-0.01
1.24,1.19,1.29,0.433,0.013,-0.013,0.009,-0.009,0.01,-0.01
1.335,1.29,1.38,0.41,0.011,-0.011,0.009,-0.009,0.01,-0.01
1.43,1.38,1.48,0.404,0.011,-0.011,0.008,-0.008,0.01,-0.01
1.53,1.48,1.58,0.412,0.012,-0.012,0.008,-0.008,0.01,-0.01
1.625,1.58,1.67,0.407,0.011,-0.011,0.007,-0.007,0.01,-0.01
1.72,1.67,1.77,0.37,0.01,-0.01,0.01,-0.01,0.01,-0.01
1.815,1.77,1.86,0.365,0.011,-0.011,0.007,-0.007,0.011,-0.011
1.9100000000000001,1.86,1.96,0.2944,0.0098,-0.0098,0.0073,-0.0073,0.0101,-0.0101
2.005,1.96,2.05,0.2796,0.0089,-0.0089,0.0073,-0.0073,0.0095,-0.0095
2.0999999999999996,2.05,2.15,0.2484,0.0077,-0.0077,0.0066,-0.0066,0.0088,-0.0088
2.1950000000000003,2.15,2.24,0.2173,0.0081,-0.0081,0.0052,-0.0052,0.0093,-0.0093
2.29,2.24,2.34,0.187,0.0075,-0.0075,0.0049,-0.0049,0.0094,-0.0094
2.3899999999999997,2.34,2.44,0.163,0.007,-0.007,0.004,-0.004,0.01,-0.01
2.485,2.44,2.53,0.1383,0.0062,-0.0062,0.0043,-0.0043,0.0105,-0.0105
2.58,2.53,2.63,0.1245,0.0067,-0.0067,0.0047,-0.0047,0.0117,-0.0117
2.7249999999999996,2.63,2.82,0.1117,0.0058,-0.0058,0.0039,-0.0039,0.0062,-0.0062
2.915,2.82,3.01,0.0847,0.0053,-0.0053,0.0036,-0.0036,0.0051,-0.0051
3.105,3.01,3.2,0.0809,0.0054,-0.0054,0.0026,-0.0026,0.0041,-0.0041
3.295,3.2,3.39,0.062,0.004,-0.004,0.002,-0.002,0.004,-0.004
3.4850000000000003,3.39,3.58,0.04,0.003,-0.003,0.002,-0.002,0.004,-0.004
3.725,3.58,3.87,0.033,0.0034,-0.0034,0.0024,-0.0024,0.0027,-0.0027
4.105,3.87,4.34,0.0174,0.0021,-0.0021,0.0017,-0.0017,0.0016,-0.0016

