#: table_doi: 10.17182/hepdata.90831.v1/t95
#: name: table no 95
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,transverse region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_95.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.1981,0.0033,-0.0033,0.0176,-0.0176,0.0134,-0.0134
0.095,0.05,0.14,0.337,0.004,-0.004,0.016,-0.016,0.014,-0.014
0.19,0.14,0.24,0.4484,0.0038,-0.0038,0.0116,-0.0116,0.0157,-0.0157
0.28500000000000003,0.24,0.33,0.5274,0.0036,-0.0036,0.0075,-0.0075,0.0163,-0.0163
0.38,0.33,0.43,0.5796,0.0036,-0.0036,0.0045,-0.0045,0.0156,-0.0156
0.48,0.43,0.53,0.6093,0.0036,-0.0036,0.0036,-0.0036,0.0139,-0.0139
0.575,0.53,0.62,0.618,0.0034,-0.0034,0.0042,-0.0042,0.0119,-0.0119
0.6699999999999999,0.62,0.72,0.6087,0.0032,-0.0032,0.0057,-0.0057,0.0096,-0.0096
0.765,0.72,0.81,0.599,0.0031,-0.0031,0.0072,-0.0072,0.0075,-0.0075
0.8600000000000001,0.81,0.91,0.576,0.003,-0.003,0.008,-0.008,0.006,-0.006
0.9550000000000001,0.91,1.0,0.5556,0.0029,-0.0029,0.0072,-0.0072,0.0045,-0.0045
1.05,1.0,1.1,0.5167,0.0027,-0.0027,0.0063,-0.0063,0.0041,-0.0041
1.145,1.1,1.19,0.4894,0.0027,-0.0027,0.0056,-0.0056,0.0039,-0.0039
1.24,1.19,1.29,0.4471,0.0025,-0.0025,0.0051,-0.0051,0.0037,-0.0037
1.335,1.29,1.38,0.4128,0.0023,-0.0023,0.0043,-0.0043,0.0039,-0.0039
1.43,1.38,1.48,0.374,0.002,-0.002,0.004,-0.004,0.005,-0.005
1.53,1.48,1.58,0.3321,0.0019,-0.0019,0.0027,-0.0027,0.0058,-0.0058
1.625,1.58,1.67,0.2964,0.0018,-0.0018,0.0024,-0.0024,0.0066,-0.0066
1.72,1.67,1.77,0.2663,0.0017,-0.0017,0.0019,-0.0019,0.0072,-0.0072
1.815,1.77,1.86,0.232,0.0016,-0.0016,0.0019,-0.0019,0.0073,-0.0073
1.9100000000000001,1.86,1.96,0.2035,0.0016,-0.0016,0.002,-0.002,0.0072,-0.0072
2.005,1.96,2.05,0.1785,0.0015,-0.0015,0.0023,-0.0023,0.0069,-0.0069
2.0999999999999996,2.05,2.15,0.1516,0.0013,-0.0013,0.0023,-0.0023,0.0064,-0.0064
2.1950000000000003,2.15,2.24,0.1356,0.0013,-0.0013,0.0023,-0.0023,0.006,-0.006
2.29,2.24,2.34,0.1167,0.0012,-0.0012,0.0021,-0.0021,0.0056,-0.0056
2.3899999999999997,2.34,2.44,0.0996,0.0012,-0.0012,0.002,-0.002,0.0053,-0.0053
2.485,2.44,2.53,0.0863,0.0011,-0.0011,0.0018,-0.0018,0.0053,-0.0053
2.58,2.53,2.63,0.075,0.001,-0.001,0.002,-0.002,0.006,-0.006
2.7249999999999996,2.63,2.82,0.05756,0.00083,-0.00083,0.00067,-0.00067,0.00318,-0.00318
2.915,2.82,3.01,0.04203,0.00072,-0.00072,0.00062,-0.00062,0.00305,-0.00305
3.105,3.01,3.2,0.03069,0.00061,-0.00061,0.0007,-0.0007,0.00265,-0.00265
3.295,3.2,3.39,0.02161,0.00052,-0.00052,0.00085,-0.00085,0.00208,-0.00208
3.4850000000000003,3.39,3.58,0.015,0.00044,-0.00044,0.00112,-0.00112,0.00175,-0.00175
3.725,3.58,3.87,0.00984,0.00034,-0.00034,0.00085,-0.00085,0.00101,-0.00101
4.105,3.87,4.34,0.00488,0.00022,-0.00022,0.00053,-0.00053,0.0005,-0.0005

