#: table_doi: 10.17182/hepdata.90831.v1/t121
#: name: table no 121
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,away region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_121.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.0124,0.0015,-0.0015,0.0009,-0.0009,0.0014,-0.0014
0.095,0.05,0.14,0.0258,0.0022,-0.0022,0.0011,-0.0011,0.0016,-0.0016
0.19,0.14,0.24,0.0426,0.0025,-0.0025,0.0016,-0.0016,0.0022,-0.0022
0.28500000000000003,0.24,0.33,0.0641,0.0029,-0.0029,0.0022,-0.0022,0.0033,-0.0033
0.38,0.33,0.43,0.0832,0.0029,-0.0029,0.0027,-0.0027,0.0046,-0.0046
0.48,0.43,0.53,0.1057,0.0029,-0.0029,0.0031,-0.0031,0.0062,-0.0062
0.575,0.53,0.62,0.1541,0.0038,-0.0038,0.0039,-0.0039,0.0082,-0.0082
0.6699999999999999,0.62,0.72,0.209,0.004,-0.004,0.005,-0.005,0.01,-0.01
0.765,0.72,0.81,0.2556,0.0042,-0.0042,0.0058,-0.0058,0.0121,-0.0121
0.8600000000000001,0.81,0.91,0.3146,0.0047,-0.0047,0.0071,-0.0071,0.0136,-0.0136
0.9550000000000001,0.91,1.0,0.3675,0.0048,-0.0048,0.0082,-0.0082,0.0144,-0.0144
1.05,1.0,1.1,0.4037,0.0049,-0.0049,0.0089,-0.0089,0.0141,-0.0141
1.145,1.1,1.19,0.4392,0.0051,-0.0051,0.0095,-0.0095,0.0131,-0.0131
1.24,1.19,1.29,0.4665,0.0052,-0.0052,0.0101,-0.0101,0.0114,-0.0114
1.335,1.29,1.38,0.4836,0.0052,-0.0052,0.0104,-0.0104,0.0102,-0.0102
1.43,1.38,1.48,0.495,0.005,-0.005,0.011,-0.011,0.009,-0.009
1.53,1.48,1.58,0.5166,0.0053,-0.0053,0.0112,-0.0112,0.008,-0.008
1.625,1.58,1.67,0.5026,0.0052,-0.0052,0.011,-0.011,0.0063,-0.0063
1.72,1.67,1.77,0.4904,0.0049,-0.0049,0.0111,-0.0111,0.0046,-0.0046
1.815,1.77,1.86,0.47,0.0046,-0.0046,0.0108,-0.0108,0.0037,-0.0037
1.9100000000000001,1.86,1.96,0.4533,0.0046,-0.0046,0.0104,-0.0104,0.0038,-0.0038
2.005,1.96,2.05,0.435,0.0043,-0.0043,0.0097,-0.0097,0.0047,-0.0047
2.0999999999999996,2.05,2.15,0.4093,0.0043,-0.0043,0.009,-0.009,0.0058,-0.0058
2.1950000000000003,2.15,2.24,0.3703,0.0042,-0.0042,0.0082,-0.0082,0.0066,-0.0066
2.29,2.24,2.34,0.3371,0.0041,-0.0041,0.0076,-0.0076,0.0071,-0.0071
2.3899999999999997,2.34,2.44,0.3063,0.0041,-0.0041,0.0071,-0.0071,0.0076,-0.0076
2.485,2.44,2.53,0.287,0.0036,-0.0036,0.0065,-0.0065,0.009,-0.009
2.58,2.53,2.63,0.2571,0.0034,-0.0034,0.0058,-0.0058,0.0111,-0.0111
2.7249999999999996,2.63,2.82,0.215,0.003,-0.003,0.005,-0.005,0.007,-0.007
2.915,2.82,3.01,0.1683,0.0027,-0.0027,0.0038,-0.0038,0.0071,-0.0071
3.105,3.01,3.2,0.1254,0.0023,-0.0023,0.003,-0.003,0.0071,-0.0071
3.295,3.2,3.39,0.0988,0.0021,-0.0021,0.0024,-0.0024,0.0069,-0.0069
3.4850000000000003,3.39,3.58,0.0726,0.0018,-0.0018,0.0019,-0.0019,0.0068,-0.0068
3.725,3.58,3.87,0.0508,0.0014,-0.0014,0.0014,-0.0014,0.0043,-0.0043
4.105,3.87,4.34,0.02483,0.00096,-0.00096,0.00084,-0.00084,0.00213,-0.00213

