#: table_doi: 10.17182/hepdata.90831.v1/t237
#: name: table no 237
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),transmax region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_237.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.597,0.037,-0.037,0.012,-0.012,0.028,-0.028
0.6000000000000001,0.55,0.65,0.993,0.045,-0.045,0.023,-0.023,0.029,-0.029
0.7,0.65,0.75,0.842,0.047,-0.047,0.026,-0.026,0.026,-0.026
0.8,0.75,0.85,0.698,0.043,-0.043,0.057,-0.057,0.026,-0.026
0.8999999999999999,0.85,0.95,0.547,0.039,-0.039,0.066,-0.066,0.025,-0.025
1.0,0.95,1.05,0.543,0.038,-0.038,0.016,-0.016,0.024,-0.024
1.1,1.05,1.15,0.516,0.038,-0.038,0.011,-0.011,0.018,-0.018
1.2,1.15,1.25,0.398,0.038,-0.038,0.037,-0.037,0.014,-0.014
1.3,1.25,1.35,0.31,0.03,-0.03,0.06,-0.06,0.01,-0.01
1.4,1.35,1.45,0.328,0.034,-0.034,0.024,-0.024,0.013,-0.013
1.5,1.45,1.55,0.271,0.029,-0.029,0.083,-0.083,0.017,-0.017
1.6,1.55,1.65,0.213,0.032,-0.032,0.11,-0.11,0.019,-0.019
1.7,1.65,1.75,0.198,0.028,-0.028,0.008,-0.008,0.025,-0.025
1.8,1.75,1.85,0.255,0.028,-0.028,0.038,-0.038,0.027,-0.027
1.9,1.85,1.95,0.086,0.019,-0.019,0.038,-0.038,0.024,-0.024
2.0,1.95,2.05,0.289,0.031,-0.031,0.031,-0.031,0.02,-0.02
2.0999999999999996,2.05,2.15,0.152,0.027,-0.027,0.016,-0.016,0.018,-0.018
2.2,2.15,2.25,0.16,0.025,-0.025,0.017,-0.017,0.016,-0.016
2.3,2.25,2.35,0.097,0.021,-0.021,0.03,-0.03,0.019,-0.019
2.4000000000000004,2.35,2.45,0.16,0.027,-0.027,0.051,-0.051,0.018,-0.018
2.5,2.45,2.55,0.113,0.021,-0.021,0.002,-0.002,0.015,-0.015
2.5999999999999996,2.55,2.65,0.081,0.019,-0.019,0.008,-0.008,0.011,-0.011
2.7,2.65,2.75,0.1,0.018,-0.018,0.007,-0.007,0.008,-0.008
2.8,2.75,2.85,0.096,0.017,-0.017,0.023,-0.023,0.01,-0.01
2.9000000000000004,2.85,2.95,0.074,0.018,-0.018,0.029,-0.029,0.01,-0.01
3.0,2.95,3.05,0.09,0.02,-0.02,0.06,-0.06,0.01,-0.01
3.0999999999999996,3.05,3.15,0.056,0.014,-0.014,0.003,-0.003,0.009,-0.009
3.2,3.15,3.25,0.0489,0.0091,-0.0091,0.0222,-0.0222,0.0071,-0.0071
3.3,3.25,3.35,0.035,0.011,-0.011,0.02,-0.02,0.007,-0.007
3.4000000000000004,3.35,3.45,0.09,0.019,-0.019,0.012,-0.012,0.006,-0.006
3.5,3.45,3.55,0.034,0.012,-0.012,0.022,-0.022,0.006,-0.006
3.5999999999999996,3.55,3.65,0.07,0.017,-0.017,0.033,-0.033,0.007,-0.007
3.7,3.65,3.75,0.074,0.017,-0.017,0.002,-0.002,0.009,-0.009
3.8,3.75,3.85,0.062,0.015,-0.015,0.006,-0.006,0.01,-0.01
3.9000000000000004,3.85,3.95,0.051,0.017,-0.017,0.006,-0.006,0.007,-0.007
4.0,3.95,4.05,0.0074,0.0054,-0.0054,0.0041,-0.0041,0.007,-0.007
4.1,4.05,4.15,0.04,0.011,-0.011,0.028,-0.028,0.009,-0.009
4.2,4.15,4.25,0.0199,0.0054,-0.0054,0.0199,-0.0199,0.0084,-0.0084
4.3,4.25,4.35,0.0103,0.0064,-0.0064,0.0035,-0.0035,0.0067,-0.0067
4.4,4.35,4.45,0.0217,0.0075,-0.0075,0.0067,-0.0067,0.0039,-0.0039
4.5,4.45,4.55,0.0224,0.0055,-0.0055,0.0112,-0.0112,0.0059,-0.0059
4.6,4.55,4.65,0.049,0.013,-0.013,0.007,-0.007,0.008,-0.008
4.7,4.65,4.75,0.03,0.012,-0.012,0.007,-0.007,0.009,-0.009
4.8,4.75,4.85,0.039,0.012,-0.012,0.018,-0.018,0.007,-0.007
4.9,4.85,4.95,0.0152,0.0084,-0.0084,0.0243,-0.0243,0.0082,-0.0082
5.0,4.95,5.05,0.0254,0.0094,-0.0094,0.0027,-0.0027,0.0063,-0.0063
5.1,5.05,5.15,0.0256,0.0079,-0.0079,0.0025,-0.0025,0.0059,-0.0059
5.2,5.15,5.25,0.045,0.014,-0.014,0.021,-0.021,0.005,-0.005
5.3,5.25,5.35,0.03,0.011,-0.011,0.016,-0.016,0.006,-0.006
5.4,5.35,5.45,0.026,0.012,-0.012,0.01,-0.01,0.006,-0.006

