#: table_doi: 10.17182/hepdata.90831.v1/t59
#: name: table no 59
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transverse region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_59.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.7658,0.0045,-0.0045,0.0221,-0.0221,0.0055,-0.0055
0.6000000000000001,0.55,0.65,1.304,0.0061,-0.0061,0.0251,-0.0251,0.0051,-0.0051
0.7,0.65,0.75,1.0842,0.0052,-0.0052,0.0192,-0.0192,0.0039,-0.0039
0.8,0.75,0.85,0.889,0.005,-0.005,0.014,-0.014,0.003,-0.003
0.8999999999999999,0.85,0.95,0.7458,0.0048,-0.0048,0.0108,-0.0108,0.0022,-0.0022
1.0,0.95,1.05,0.6161,0.0046,-0.0046,0.0083,-0.0083,0.0018,-0.0018
1.1,1.05,1.15,0.5201,0.0044,-0.0044,0.0063,-0.0063,0.0015,-0.0015
1.2,1.15,1.25,0.441,0.0043,-0.0043,0.0054,-0.0054,0.0015,-0.0015
1.3,1.25,1.35,0.3774,0.0039,-0.0039,0.0046,-0.0046,0.0015,-0.0015
1.4,1.35,1.45,0.3312,0.0039,-0.0039,0.0041,-0.0041,0.0016,-0.0016
1.5,1.45,1.55,0.284,0.0036,-0.0036,0.0037,-0.0037,0.0017,-0.0017
1.6,1.55,1.65,0.2376,0.0035,-0.0035,0.0035,-0.0035,0.0017,-0.0017
1.7,1.65,1.75,0.2139,0.0034,-0.0034,0.0032,-0.0032,0.0016,-0.0016
1.8,1.75,1.85,0.181,0.003,-0.003,0.003,-0.003,0.002,-0.002
1.9,1.85,1.95,0.1588,0.0029,-0.0029,0.0029,-0.0029,0.0015,-0.0015
2.0,1.95,2.05,0.1505,0.0026,-0.0026,0.0029,-0.0029,0.0016,-0.0016
2.0999999999999996,2.05,2.15,0.1232,0.0025,-0.0025,0.0026,-0.0026,0.0014,-0.0014
2.2,2.15,2.25,0.1076,0.0023,-0.0023,0.0026,-0.0026,0.0012,-0.0012
2.3,2.25,2.35,0.0959,0.0023,-0.0023,0.0022,-0.0022,0.001,-0.001
2.4000000000000004,2.35,2.45,0.0892,0.0022,-0.0022,0.0023,-0.0023,0.001,-0.001
2.5,2.45,2.55,0.0777,0.0021,-0.0021,0.0021,-0.0021,0.001,-0.001
2.5999999999999996,2.55,2.65,0.0692,0.0018,-0.0018,0.0022,-0.0022,0.0011,-0.0011
2.7,2.65,2.75,0.0684,0.0017,-0.0017,0.0019,-0.0019,0.0009,-0.0009
2.8,2.75,2.85,0.0593,0.0016,-0.0016,0.0018,-0.0018,0.0008,-0.0008
2.9000000000000004,2.85,2.95,0.0518,0.0015,-0.0015,0.0019,-0.0019,0.0007,-0.0007
3.0,2.95,3.05,0.0489,0.0014,-0.0014,0.0017,-0.0017,0.0007,-0.0007
3.0999999999999996,3.05,3.15,0.0461,0.0015,-0.0015,0.0016,-0.0016,0.0006,-0.0006
3.2,3.15,3.25,0.0399,0.0013,-0.0013,0.0017,-0.0017,0.0006,-0.0006
