#: table_doi: 10.17182/hepdata.90831.v1/t56
#: name: table no 56
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transverse region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_56.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.8536,0.0018,-0.0018,0.0185,-0.0185,0.0047,-0.0047
0.6000000000000001,0.55,0.65,1.4547,0.0022,-0.0022,0.0183,-0.0183,0.0041,-0.0041
0.7,0.65,0.75,1.1849,0.0021,-0.0021,0.0143,-0.0143,0.0028,-0.0028
0.8,0.75,0.85,0.9679,0.0019,-0.0019,0.0103,-0.0103,0.0017,-0.0017
0.8999999999999999,0.85,0.95,0.7953,0.0019,-0.0019,0.0071,-0.0071,0.001,-0.001
1.0,0.95,1.05,0.6611,0.0017,-0.0017,0.0049,-0.0049,0.0008,-0.0008
1.1,1.05,1.15,0.5552,0.0017,-0.0017,0.0037,-0.0037,0.0009,-0.0009
1.2,1.15,1.25,0.4645,0.0017,-0.0017,0.003,-0.003,0.001,-0.001
1.3,1.25,1.35,0.3926,0.0015,-0.0015,0.0027,-0.0027,0.001,-0.001
1.4,1.35,1.45,0.3272,0.0014,-0.0014,0.0026,-0.0026,0.001,-0.001
1.5,1.45,1.55,0.2832,0.0014,-0.0014,0.0026,-0.0026,0.0009,-0.0009
1.6,1.55,1.65,0.2394,0.0013,-0.0013,0.0026,-0.0026,0.0008,-0.0008
1.7,1.65,1.75,0.2058,0.0011,-0.0011,0.0027,-0.0027,0.0007,-0.0007
1.8,1.75,1.85,0.1757,0.0011,-0.0011,0.0027,-0.0027,0.0007,-0.0007
1.9,1.85,1.95,0.15076,0.00092,-0.00092,0.00259,-0.00259,0.00065,-0.00065
2.0,1.95,2.05,0.13202,0.00094,-0.00094,0.00254,-0.00254,0.00057,-0.00057
2.0999999999999996,2.05,2.15,0.11384,0.00089,-0.00089,0.00242,-0.00242,0.00056,-0.00056
2.2,2.15,2.25,0.09832,0.00083,-0.00083,0.00232,-0.00232,0.00047,-0.00047
2.3,2.25,2.35,0.08825,0.00075,-0.00075,0.0022,-0.0022,0.00044,-0.00044
2.4000000000000004,2.35,2.45,0.07534,0.00069,-0.00069,0.00211,-0.00211,0.00037,-0.00037
2.5,2.45,2.55,0.0676,0.00063,-0.00063,0.00199,-0.00199,0.00036,-0.00036
2.5999999999999996,2.55,2.65,0.05933,0.00061,-0.00061,0.00188,-0.00188,0.00035,-0.00035
